Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Unit,Y1961,Y1961F,Y1961N,Y1962,Y1962F,Y1962N,Y1963,Y1963F,Y1963N,Y1964,Y1964F,Y1964N,Y1965,Y1965F,Y1965N,Y1966,Y1966F,Y1966N,Y1967,Y1967F,Y1967N,Y1968,Y1968F,Y1968N,Y1969,Y1969F,Y1969N,Y1970,Y1970F,Y1970N,Y1971,Y1971F,Y1971N,Y1972,Y1972F,Y1972N,Y1973,Y1973F,Y1973N,Y1974,Y1974F,Y1974N,Y1975,Y1975F,Y1975N,Y1976,Y1976F,Y1976N,Y1977,Y1977F,Y1977N,Y1978,Y1978F,Y1978N,Y1979,Y1979F,Y1979N,Y1980,Y1980F,Y1980N,Y1981,Y1981F,Y1981N,Y1982,Y1982F,Y1982N,Y1983,Y1983F,Y1983N,Y1984,Y1984F,Y1984N,Y1985,Y1985F,Y1985N,Y1986,Y1986F,Y1986N,Y1987,Y1987F,Y1987N,Y1988,Y1988F,Y1988N,Y1989,Y1989F,Y1989N,Y1990,Y1990F,Y1990N,Y1991,Y1991F,Y1991N,Y1992,Y1992F,Y1992N,Y1993,Y1993F,Y1993N,Y1994,Y1994F,Y1994N,Y1995,Y1995F,Y1995N,Y1996,Y1996F,Y1996N,Y1997,Y1997F,Y1997N,Y1998,Y1998F,Y1998N,Y1999,Y1999F,Y1999N,Y2000,Y2000F,Y2000N,Y2001,Y2001F,Y2001N,Y2002,Y2002F,Y2002N,Y2003,Y2003F,Y2003N,Y2004,Y2004F,Y2004N,Y2005,Y2005F,Y2005N,Y2006,Y2006F,Y2006N,Y2007,Y2007F,Y2007N,Y2008,Y2008F,Y2008N,Y2009,Y2009F,Y2009N,Y2010,Y2010F,Y2010N,Y2011,Y2011F,Y2011N,Y2012,Y2012F,Y2012N,Y2013,Y2013F,Y2013N,Y2014,Y2014F,Y2014N,Y2015,Y2015F,Y2015N,Y2016,Y2016F,Y2016N,Y2017,Y2017F,Y2017N,Y2018,Y2018F,Y2018N,Y2019,Y2019F,Y2019N,Y2020,Y2020F,Y2020N,Y2021,Y2021F,Y2021N,Y2022,Y2022F,Y2022N,Y2023,Y2023F,Y2023N,Y2024,Y2024F,Y2024N
"126","'440","Lithuania","536","'01346","Plums and sloes","5510","Production","t",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5000.000000","X","Unofficial figure","6000.000000","X","Unofficial figure","2000.000000","X","Unofficial figure","1500.000000","A",,"7500.000000","A",,"9500.000000","A",,"6000.000000","A",,"2200.000000","A",,"2100.000000","A",,"3000.000000","A",,"1200.000000","X","Unofficial figure","1457.000000","A",,"1512.000000","A",,"1696.000000","A",,"5514.000000","A",,"692.000000","A",,"1398.000000","A",,"2581.000000","A",,"1009.000000","A",,"1285.000000","A",,"953.000000","A",,"1106.000000","A",,"1137.000000","A",,"814.000000","A",,"832.000000","A",,"409.000000","A",,"380.000000","A",,"470.000000","A",,"530.000000","A",,"440.000000","A",,"830.000000","A",,"650.000000","A",,"470.000000","A",
"126","'440","Lithuania","507","'01321","Pomelos and grapefruits","5312","Area harvested","ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000000","A",,"0.000000","A",,"0.000000","A",,"0.000000","A",,"0.000000","A",,"0.000000","A",,"0.000000","A",
"126","'440","Lithuania","507","'01321","Pomelos and grapefruits","5510","Production","t",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000000","A",,"0.000000","A",,"0.000000","A",,"0.000000","A",,"0.000000","A",,"0.000000","A",,"0.000000","A",
"126","'440","Lithuania","116","'01510","Potatoes","5312","Area harvested","ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"113700.000000","A",,"121900.000000","A",,"116500.000000","A",,"124500.000000","A",,"125300.000000","A",,"121200.000000","A",,"136200.000000","A",,"121100.000000","A",,"109300.000000","A",,"102500.000000","A",,"99200.000000","A",,"93600.000000","A",,"79300.000000","A",,"73950.000000","A",,"57800.000000","A",,"52800.000000","A",,"48400.000000","A",,"46600.000000","A",,"36600.000000","A",,"37700.000000","A",,"32200.000000","A",,"28700.000000","A",,"27300.000000","A",,"23505.000000","A",,"22108.000000","A",,"19351.000000","A",,"18690.000000","A",,"18220.000000","A",,"18870.000000","A",,"15330.000000","A",,"15180.000000","A",,"14730.000000","A",,"14670.000000","A",
"126","'440","Lithuania","116","'01510","Potatoes","5412","Yield","kg/ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9491.600000","A",,"14541.400000","A",,"9411.200000","A",,"12799.200000","A",,"16315.200000","A",,"15097.400000","A",,"13577.100000","A",,"14104.900000","A",,"16391.600000","A",,"10286.800000","A",,"15436.500000","A",,"15440.200000","A",,"12880.200000","A",,"12098.700000","A",,"7908.300000","A",,"10911.000000","A",,"14801.700000","A",,"14216.700000","A",,"13030.100000","A",,"15588.900000","A",,"17077.600000","A",,"14860.600000","A",,"17161.200000","A",,"16983.200000","A",,"15898.500000","A",,"12249.800000","A",,"15505.600000","A",,"18099.900000","A",,"15725.500000","A",,"13056.800000","A",,"14915.700000","A",,"18148.700000","A",,"18086.600000","A",
"126","'440","Lithuania","116","'01510","Potatoes","5510","Production","t",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1079200.000000","A",,"1772600.000000","A",,"1096400.000000","A",,"1593500.000000","A",,"2044300.000000","A",,"1829800.000000","A",,"1849200.000000","A",,"1708100.000000","A",,"1791600.000000","A",,"1054400.000000","A",,"1531300.000000","A",,"1445200.000000","A",,"1021400.000000","A",,"894700.000000","A",,"457100.000000","A",,"576100.000000","A",,"716400.000000","A",,"662500.000000","A",,"476900.000000","A",,"587700.000000","A",,"549900.000000","A",,"426500.000000","A",,"468500.000000","A",,"399191.000000","A",,"351484.000000","A",,"237045.000000","A",,"289800.000000","A",,"329780.000000","A",,"296740.000000","A",,"200160.000000","A",,"226420.000000","A",,"267330.000000","A",,"265330.000000","A",
"126","'440","Lithuania","394","'01235","Pumpkins, squash and gourds","5312","Area harvested","ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,"37.000000","A",,"11.000000","A",,"26.000000","A",,"15.000000","A",,"20.000000","A",,"16.000000","A",,"16.000000","A",,"95.000000","A",,"100.000000","A",,"89.000000","A",,"90.000000","A",,"83.000000","A",,"87.000000","A",,"133.000000","A",,"218.000000","A",,"340.000000","A",,"420.000000","A",,"880.000000","A",,"1100.000000","A",,"1790.000000","A",,"1550.000000","A",,"2390.000000","A",
"126","'440","Lithuania","394","'01235","Pumpkins, squash and gourds","5412","Yield","kg/ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20729.700000","A",,"11272.700000","A",,"14230.800000","A",,"8800.000000","A",,"9900.000000","A",,"13687.500000","A",,"13750.000000","A",,"12547.400000","A",,"13940.000000","A",,"14797.800000","A",,"11222.200000","A",,"16542.200000","A",,"14379.300000","A",,"12985.000000","A",,"8174.300000","A",,"7294.100000","A",,"5023.800000","A",,"5147.700000","A",,"5427.300000","A",,"4117.300000","A",,"7406.500000","A",,"7916.300000","A",
"126","'440","Lithuania","394","'01235","Pumpkins, squash and gourds","5510","Production","t",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,"767.000000","A",,"124.000000","A",,"370.000000","A",,"132.000000","A",,"198.000000","A",,"219.000000","A",,"220.000000","A",,"1192.000000","A",,"1394.000000","A",,"1317.000000","A",,"1010.000000","A",,"1373.000000","A",,"1251.000000","A",,"1727.000000","A",,"1782.000000","A",,"2480.000000","A",,"2110.000000","A",,"4530.000000","A",,"5970.000000","A",,"7370.000000","A",,"11480.000000","A",,"18920.000000","A",
"126","'440","Lithuania","523","'01342.02","Quinces","5312","Area harvested","ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,"100.000000","X","Unofficial figure","100.000000","X","Unofficial figure","100.000000","X","Unofficial figure","200.000000","X","Unofficial figure","168.000000","A",,"167.000000","A",,"159.000000","A",,"116.000000","A",,"120.000000","A",,"69.000000","A",,"70.000000","A",,"112.000000","A",,"200.000000","X","Unofficial figure","200.000000","X","Unofficial figure","300.000000","X","Unofficial figure","400.000000","X","Unofficial figure","409.000000","A",,"411.000000","A",,"419.000000","A",,,,,,,,,,,,,,,,,,,,,,
"126","'440","Lithuania","523","'01342.02","Quinces","5412","Yield","kg/ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1000.000000","X",,"2000.000000","X",,"3000.000000","X",,"1500.000000","X",,"2017.900000","A",,"1610.800000","A",,"2421.400000","A",,"2000.000000","A",,"1791.700000","A",,"2275.400000","A",,"1600.000000","A",,"892.900000","E",,"500.000000","X",,"500.000000","X",,"333.300000","X",,"685.000000","X",,"1757.900000","A",,"1508.500000","A",,"591.900000","A",,,,,,,,,,,,,,,,,,,,,,
"126","'440","Lithuania","523","'01342.02","Quinces","5510","Production","t",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,"100.000000","X","Unofficial figure","200.000000","X","Unofficial figure","300.000000","X","Unofficial figure","300.000000","X","Unofficial figure","339.000000","A",,"269.000000","A",,"385.000000","A",,"232.000000","A",,"215.000000","A",,"157.000000","A",,"112.000000","A",,"100.000000","X","Unofficial figure","100.000000","X","Unofficial figure","100.000000","X","Unofficial figure","100.000000","X","Unofficial figure","274.000000","X","Unofficial figure","719.000000","A",,"620.000000","A",,"248.000000","A",,,,,,,,,,,,,,,,,,,,,,
"126","'440","Lithuania","1140","'02191","Rabbits and hares","5112","Stocks","1000 An",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74.000000","A",,"84.000000","A",,"93.000000","A",,"88.000000","A",,"84.000000","A",,"94.000000","A",,"119.000000","A",,"103.000000","A",,"85.000000","A",,"82.000000","A",,"74.000000","A",,"75.000000","A",,"98.000000","A",,"97.000000","A",,"100.000000","A",,"103.000000","A",,"102.000000","A",,"104.000000","A",,"108.000000","A",,"104.000000","A",,"98.000000","A",,"99.000000","A",,"103.000000","A",,"121.000000","A",,"125.000000","A",,"129.000000","A",,"121.000000","A",,"116.000000","A",,"74.000000","A",,"62.000000","A",,"59.000000","A",,"50.000000","A",,"49.000000","A",
"126","'440","Lithuania","270","'01443","Rape or colza seed","5312","Area harvested","ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5200.000000","A",,"2000.000000","A",,"12000.000000","A",,"13900.000000","A",,"11800.000000","A",,"22100.000000","A",,"38600.000000","A",,"83800.000000","A",,"55500.000000","A",,"50700.000000","A",,"60000.000000","A",,"66600.000000","A",,"100600.000000","A",,"109400.000000","A",,"150800.000000","A",,"174400.000000","A",,"161600.000000","A",,"191900.000000","A",,"251900.000000","A",,"250200.000000","A",,"260800.000000","A",,"259000.000000","A",,"215100.000000","A",,"163525.000000","A",,"153607.000000","A",,"180932.000000","A",,"205320.000000","A",,"241700.000000","A",,"283560.000000","A",,"310480.000000","A",,"348420.000000","A",,"304940.000000","A",,"328600.000000","A",
"126","'440","Lithuania","270","'01443","Rape or colza seed","5412","Yield","kg/ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1461.500000","A",,"1550.000000","A",,"1100.000000","A",,"1359.700000","A",,"1915.300000","A",,"1683.300000","A",,"1862.700000","A",,"1373.500000","A",,"1459.500000","A",,"1278.100000","A",,"1760.000000","A",,"1794.300000","A",,"2034.800000","A",,"1839.100000","A",,"1124.700000","A",,"1788.400000","A",,"2043.300000","A",,"2166.800000","A",,"1654.200000","A",,"1935.700000","A",,"2426.800000","A",,"2125.900000","A",,"2331.500000","A",,"3132.000000","A",,"2600.400000","A",,"3004.000000","A",,"2123.000000","A",,"2865.000000","A",,"3429.100000","A",,"2928.900000","A",,"2585.800000","A",,"2687.300000","A",,"2641.500000","A",
"126","'440","Lithuania","270","'01443","Rape or colza seed","5510","Production","t",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7600.000000","A",,"3100.000000","A",,"13200.000000","A",,"18900.000000","A",,"22600.000000","A",,"37200.000000","A",,"71900.000000","A",,"115100.000000","A",,"81000.000000","A",,"64800.000000","A",,"105600.000000","A",,"119500.000000","A",,"204700.000000","A",,"201200.000000","A",,"169600.000000","A",,"311900.000000","A",,"330200.000000","A",,"415800.000000","A",,"416700.000000","A",,"484300.000000","A",,"632900.000000","A",,"550600.000000","A",,"501500.000000","A",,"512162.000000","A",,"399439.000000","A",,"543518.000000","A",,"435900.000000","A",,"692480.000000","A",,"972360.000000","A",,"909360.000000","A",,"900950.000000","A",,"819460.000000","A",,"868000.000000","A",
"126","'440","Lithuania","271","'21641.01","Rapeseed or canola oil, crude","5510","Production","t",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3230.000000","I",,"3192.000000","I",,"1216.000000","I",,"2280.000000","I",,"3990.000000","I",,"4940.000000","I",,"3800.000000","I",,"3040.000000","I",,"1900.000000","I",,"1634.000000","I",,"3040.000000","I",,"3040.000000","I",,"5700.000000","I",,"6840.000000","I",,"7600.000000","I",,"11400.000000","I",,"15200.000000","I",,"13740.700000","A",,"11876.400000","A",,"40756.000000","A",,"58956.000000","A",,"64947.000000","A",,"63282.000000","A",,"67890.000000","A",,"69587.000000","A",,"71588.000000","A",,"75287.000000","A",,"103300.000000","X","Unofficial figure","103700.000000","X","Unofficial figure","90500.000000","X","Unofficial figure","89400.000000","X","Unofficial figure","109400.000000","X","Unofficial figure",,,
"126","'440","Lithuania","547","'01353.01","Raspberries","5312","Area harvested","ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,"434.000000","A",,"427.000000","A",,"452.000000","A",,"790.000000","A",,"1141.000000","A",,"981.000000","A",,"968.000000","A",,"1012.000000","A",,"1055.000000","A",,"1342.000000","A",,"1437.000000","A",,"1627.000000","A",,"1495.000000","A",,"1500.000000","A",,"1632.000000","A",,"1420.000000","A",,"1430.000000","A",,"1420.000000","A",,"1300.000000","A",,"1230.000000","A",,"1110.000000","A",,"850.000000","A",
"126","'440","Lithuania","547","'01353.01","Raspberries","5412","Yield","kg/ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1435.500000","A",,"1206.100000","A",,"1289.800000","A",,"1235.400000","A",,"1341.800000","A",,"1723.800000","A",,"1853.300000","A",,"1481.200000","A",,"1530.800000","A",,"1566.300000","A",,"1570.600000","A",,"1542.700000","A",,"1979.900000","A",,"1488.700000","A",,"1149.500000","A",,"985.900000","A",,"741.300000","A",,"901.400000","A",,"1046.200000","A",,"1008.100000","A",,"1306.300000","A",,"917.600000","A",
"126","'440","Lithuania","547","'01353.01","Raspberries","5510","Production","t",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,"623.000000","A",,"515.000000","A",,"583.000000","A",,"976.000000","A",,"1531.000000","A",,"1691.000000","A",,"1794.000000","A",,"1499.000000","A",,"1615.000000","A",,"2102.000000","A",,"2257.000000","A",,"2510.000000","A",,"2960.000000","A",,"2233.000000","A",,"1876.000000","A",,"1400.000000","A",,"1060.000000","A",,"1280.000000","A",,"1360.000000","A",,"1240.000000","A",,"1450.000000","A",,"780.000000","A",
"126","'440","Lithuania","162","'2351f","Raw cane or beet sugar (centrifugal only)","5510","Production","t",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"85000.000000","X","Unofficial figure","75000.000000","X","Unofficial figure","55000.000000","X","Unofficial figure","97000.000000","X","Unofficial figure","97000.000000","X","Unofficial figure","122000.000000","X","Unofficial figure","134000.000000","X","Unofficial figure","116000.000000","X","Unofficial figure","138000.000000","X","Unofficial figure","108700.000000","A",,"138300.000000","A",,"131500.000000","A",,"144500.000000","A",,"135500.000000","A",,"105000.000000","A",,"136000.000000","A",,"76200.000000","A",,"115800.000000","A",,"113400.000000","A",,"146300.000000","A",,"153000.000000","A",,"179800.000000","A",,"159012.000000","A",,"104406.000000","A",,"145814.000000","A",,"139506.000000","A",,"146522.000000","A",,"160000.000000","E",,"153195.030000","I",,"149713.320000","I",,"136954.610000","I",,"189623.030000","I",,,,
"126","'440","Lithuania","919","'02951.01","Raw hides and skins of cattle","5417","Yield/Carcass Weight","kg/An",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26.000000","E",,"22.000000","E",,"18.000000","E",,"17.000000","E",,"19.000000","E",,"20.000000","E",,"16.000000","E",,"20.000000","E",,"16.000000","E",,"14.000000","E",,"15.000000","E",,"16.000000","E",,"17.000000","E",,"21.000000","E",,"24.000000","E",,"27.000000","E",,"26.000000","E",,"27.000000","E",,"28.000000","E",,"28.000000","E",,"29.000000","E",,"29.000000","E",,"29.000000","E",,"29.000000","E",,"30.000000","E",,"30.000000","E",,,,,,,,,,,,,,,,,,,,,,
"126","'440","Lithuania","919","'02951.01","Raw hides and skins of cattle","5510","Production","t",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27768.260000","I",,"19868.210000","I",,"14262.810000","I",,"10667.390000","I",,"10193.960000","I",,"11011.490000","I",,"9998.820000","I",,"9487.210000","I",,"9261.000000","I",,"5812.580000","I",,"5493.400000","I",,"5308.950000","I",,"5845.610000","I",,"6495.390000","I",,"5811.600000","I",,"6874.370000","I",,"5838.120000","I",,"5540.320000","I",,"5368.750000","I",,"5155.440000","I",,"5023.050000","I",,"4630.930000","I",,"4941.750000","I",,"5538.840000","I",,"5319.880000","I",,"5147.700000","I",,,,,,,,,,,,,,,,,,,,,,
"126","'440","Lithuania","919","'02951.01","Raw hides and skins of cattle","5320","Producing Animals/Slaughtered","An",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1062400.000000","A",,"884200.000000","A",,"802600.000000","A",,"624400.000000","A",,"539200.000000","A",,"558300.000000","A",,"611600.000000","A",,"484900.000000","A",,"562500.000000","A",,"416600.000000","A",,"372000.000000","A",,"330190.000000","A",,"337174.000000","A",,"312279.000000","A",,"238757.000000","A",,"252433.000000","A",,"224432.000000","A",,"203829.000000","A",,"194320.000000","A",,"183484.000000","A",,"175995.000000","A",,"162212.000000","A",,"169574.000000","A",,"187851.000000","A",,"180255.000000","A",,"169376.000000","A",,"168470.000000","A",,"170360.000000","A",,"162460.000000","A",,"168870.000000","A",,"162010.000000","A",,"170630.000000","A",,"163250.000000","A",
"126","'440","Lithuania","1025","'02954","Raw hides and skins of goats or kids","5417","Yield/Carcass Weight","kg/An",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.000000","E",,"5.000000","E",,"5.000000","E",,"5.000000","E",,"5.000000","E",,"5.000000","E",,"5.000000","E",,"5.000000","E",,"5.000000","E",,"5.000000","E",,"5.000000","E",,"4.000000","E",,"4.000000","E",,"4.000000","E",,"3.000000","E",,"3.000000","E",,"3.000000","E",,"3.000000","E",,"2.000000","E",,"2.000000","E",,"3.000000","E",,"3.000000","E",,"2.000000","E",,"2.000000","E",,"2.000000","E",,"2.000000","E",,,,,,,,,,,,,,,,,,,,,,
"126","'440","Lithuania","1025","'02954","Raw hides and skins of goats or kids","5510","Production","t",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43.530000","I",,"66.770000","I",,"96.510000","I",,"77.210000","I",,"96.510000","I",,"77.210000","I",,"96.510000","I",,"77.210000","I",,"107.900000","I",,"101.330000","I",,"118.130000","I",,"97.470000","I",,"93.810000","I",,"98.830000","I",,"64.850000","I",,"57.910000","I",,"57.910000","I",,"53.660000","I",,"35.320000","I",,"38.600000","I",,"39.570000","I",,"37.830000","I",,"32.230000","I",,"19.300000","I",,"13.510000","I",,"15.060000","I",,,,,,,,,,,,,,,,,,,,,,
"126","'440","Lithuania","1025","'02954","Raw hides and skins of goats or kids","5320","Producing Animals/Slaughtered","An",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8764.000000","I",,"13994.000000","I",,"21000.000000","E",,"15600.000000","E",,"20800.000000","E",,"15500.000000","E",,"20900.000000","E",,"15200.000000","E",,"23300.000000","A",,"21400.000000","A",,"21600.000000","A",,"22100.000000","A",,"22004.000000","A",,"22400.000000","A",,"22440.000000","A",,"19998.000000","A",,"19998.000000","A",,"18518.000000","A",,"17148.000000","A",,"15605.000000","A",,"14675.000000","A",,"14010.000000","A",,"12924.000000","A",,"9805.000000","A",,"7021.000000","A",,"7097.000000","A",,"6790.000000","A",,"6500.000000","A",,"5850.000000","A",,"5130.000000","A",,"2770.000000","A",,"2810.000000","A",,"3100.000000","A",
"126","'440","Lithuania","995","'02953","Raw hides and skins of sheep or lambs","5417","Yield/Carcass Weight","kg/An",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.000000","E",,"3.000000","E",,"3.000000","E",,"3.000000","E",,"3.000000","E",,"3.000000","E",,"3.000000","E",,"3.000000","E",,"3.000000","E",,"4.000000","E",,"3.000000","E",,"2.000000","E",,"2.000000","E",,"2.000000","E",,"2.000000","E",,"2.000000","E",,"2.000000","E",,"2.000000","E",,"2.000000","E",,"2.000000","E",,"2.000000","E",,"2.000000","E",,"2.000000","E",,"2.000000","E",,"2.000000","E",,"2.000000","E",,,,,,,,,,,,,,,,,,,,,,
"126","'440","Lithuania","995","'02953","Raw hides and skins of sheep or lambs","5510","Production","t",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"204.770000","I",,"192.730000","I",,"144.550000","I",,"144.550000","I",,"108.410000","I",,"96.360000","I",,"84.320000","I",,"96.360000","I",,"37.100000","I",,"32.160000","I",,"26.380000","I",,"19.880000","I",,"20.000000","I",,"26.860000","I",,"33.130000","I",,"60.350000","I",,"60.350000","I",,"56.610000","I",,"49.390000","I",,"47.700000","I",,"48.420000","I",,"56.490000","I",,"60.350000","I",,"103.830000","I",,"131.900000","I",,"151.530000","I",,,,,,,,,,,,,,,,,,,,,,
"126","'440","Lithuania","995","'02953","Raw hides and skins of sheep or lambs","5320","Producing Animals/Slaughtered","An",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74000.000000","E",,"69500.000000","E",,"53000.000000","E",,"55000.000000","E",,"43000.000000","E",,"34000.000000","E",,"32000.000000","E",,"33000.000000","E",,"12800.000000","A",,"8900.000000","A",,"7900.000000","A",,"8500.000000","A",,"8535.000000","A",,"10757.000000","A",,"15765.000000","A",,"29177.000000","A",,"29480.000000","A",,"30030.000000","A",,"27705.000000","A",,"25304.000000","A",,"26763.000000","A",,"29144.000000","A",,"33400.000000","A",,"56853.000000","A",,"73736.000000","A",,"81451.000000","A",,"80320.000000","A",,"81000.000000","A",,"79500.000000","A",,"69960.000000","A",,"48690.000000","A",,"47320.000000","A",,"41290.000000","A",
"126","'440","Lithuania","951","'02212","Raw milk of buffalo","5510","Production","t",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000000","A",,"0.000000","A",,"0.000000","A",,"0.000000","A",,"0.000000","A",,"0.000000","A",,"0.000000","A",
